settings_id,stem_file,iterations_number,pile_width,pile_height,pile_depth,n_sides,n_meshes,lateral_friction,spinning_friction,rolling_friction,restitution,bend_function,random_turn,drop_algorithm
7820,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7821,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7822,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7823,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7824,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7825,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7826,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7827,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7828,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7829,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7830,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7831,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7832,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7833,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7834,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7835,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7836,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7837,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7838,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7839,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7840,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7841,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7842,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7843,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7844,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7845,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7846,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7847,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7848,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7849,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7850,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7851,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7852,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7853,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7854,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7855,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7856,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7857,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7858,My_Stems.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7859,My_Stems.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7860,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7861,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7862,My_Stems.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7863,My_Stems.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7864,My_Stems.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7865,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7866,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7867,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7868,My_Stems.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7869,My_Stems.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7870,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7871,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7872,My_Stems.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7873,My_Stems.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7874,My_Stems.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7875,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7876,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7877,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7878,My_Stems.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7879,My_Stems.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7880,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7881,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7882,My_Stems.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7883,My_Stems.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7884,My_Stems.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7885,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7886,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7887,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7888,My_Stems.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7889,My_Stems.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7890,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7891,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7892,My_Stems.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7893,My_Stems.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7894,My_Stems.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7895,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7896,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7897,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7898,My_Stems.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7899,My_Stems.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7900,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7901,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7902,My_Stems.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7903,My_Stems.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7904,My_Stems.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7905,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7906,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7907,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7908,My_Stems.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7909,My_Stems.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7910,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7911,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7912,My_Stems.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7913,My_Stems.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7914,My_Stems.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7915,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7916,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7917,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7918,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7919,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7920,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7921,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7922,My200-4-2-0.csv,20,4,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7923,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7924,My200-4-2-0.csv,20,12,2,3,10,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7925,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7926,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7927,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7928,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7929,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7930,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7931,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7932,My200-4-2-0.csv,20,4,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7933,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7934,My200-4-2-0.csv,20,12,2,3,10,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7935,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7936,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7937,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7938,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7939,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7940,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7941,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7942,My200-4-2-0.csv,20,4,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7943,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7944,My200-4-2-0.csv,20,12,2,3,20,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7945,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7946,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7947,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7948,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7949,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7950,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7951,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7952,My200-4-2-0.csv,20,4,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7953,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7954,My200-4-2-0.csv,20,12,2,3,20,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7955,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7956,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7957,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7958,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7959,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7960,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7961,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7962,My200-4-2-0.csv,20,4,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7963,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7964,My200-4-2-0.csv,20,12,2,3,40,8,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7965,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,grid
7966,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise
7967,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7968,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid
7969,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7970,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,grid
7971,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise
7972,My200-4-2-0.csv,20,4,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7973,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid
7974,My200-4-2-0.csv,20,12,2,3,40,15,0.85,0.65,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7975,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
7976,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
7977,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7978,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
7979,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7980,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
7981,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
7982,Darre_neu.csv,20,15,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7983,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
7984,Darre_neu.csv,20,23,4,2.52,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7985,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
7986,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
7987,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7988,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
7989,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
7990,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
7991,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
7992,Darre_neu.csv,20,15,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
7993,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
7994,Darre_neu.csv,20,23,4,2.52,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
7995,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
7996,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
7997,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
7998,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
7999,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8000,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8001,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8002,Darre_neu.csv,20,15,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8003,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8004,Darre_neu.csv,20,23,4,2.52,20,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8005,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8006,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8007,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8008,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8009,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8010,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8011,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8012,Darre_neu.csv,20,15,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8013,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8014,Darre_neu.csv,20,23,4,2.52,20,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8015,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8016,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8017,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8018,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8019,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8020,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8021,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8022,Darre_neu.csv,20,15,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8023,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8024,Darre_neu.csv,20,23,4,2.52,40,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8025,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8026,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8027,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8028,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8029,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8030,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8031,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8032,Darre_neu.csv,20,15,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8033,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8034,Darre_neu.csv,20,23,4,2.52,40,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8035,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8036,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8037,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8038,My_Stems.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8039,My_Stems.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8040,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8041,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8042,My_Stems.csv,20,4,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
8043,My_Stems.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid
8044,My_Stems.csv,20,12,2,3,10,8,0.85,0.85,0.02,0.1,shifted sin,TRUE,trapezoid-freeze
8045,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,grid
8046,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise
8047,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,rowwise-freeze
8048,My_Stems.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid
8049,My_Stems.csv,20,12,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,FALSE,trapezoid-freeze
8050,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,grid
8051,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise
8052,My_Stems.csv,20,4,2,3,10,15,0.85,0.85,0.02,0.1,shifted sin,TRUE,rowwise-freeze
